seller-sku	asin1	item-name	item-description	price	status	minimum-seller-allowed-price	maximum-seller-allowed-price
RHM-1002	B078PT2TF2	Yak Attack Omega Pro Universal Fishing Rod Holder - RHM-1002		39.95	Active	39.0	39.99
RHM-1003-SF	B07NNJKHRD	YakAttack AR Tube Rod Holder (RHM-1003)		41.95	Active		
RHM-1004	B07KJSWGXL	YakAttack Zooka II Rod Holder for Spinning and Casting Rods with LockNLoad Mounting Base	The YakAttack Zooka II Rod Holder is based off our top selling Zooka Tube which we sold for a number of years. It was one of the first rod holders on the market to look different and function differently with no moving parts on the body of the rod holder and used the specific geometry of spinning and casting rods and reels to lock your gear in place without having to move or secure rotating collars or straps. The new and improved Zooka II features the highly popular LockNLoad Mounting System and includes a 4&#34; extension similar to the Omega Pro Rod Holder. Compared to the original Zooka Tube, we have altered the size and geometry of the Zooka II Rod Holder to better accept larger conventional gear and will accommodate just about any rod other than a fly rod. For everyone that enjoyed using the old Zooka Tube or even currently uses it this one is for you and we know you will enjoy the updated, improved, and more secure YakAttack Zooka II Rod Holder.<br>The Zooka II attaches to your kayak, boat, or other watercraft with YakAttack s brand new LockNLoad mounting system, and is exactly what you would expect from the leader in track mounting technology. Offering unrivaled track mount security and adjustability, the patent pending LockNLoad track base is the most advanced track mount ever created. You want no slip? No problem. The LockNLoad track base attaches quickly and easily with a single MightyBolt, but will not accidentally rotate or loosen from the track, even when your trolling rod takes a big hit.<br>This piece of mechanical brilliance is sure to make the LockNLoad the preferred mounting system of kayak anglers for 2018. Compatible with YakAttack MightyMount s, GearTrac, and most other kayak track systems from Scotty Fishing Products, RAM Mounts, and YakGear. For FeelFree Kayaks, 3 Water Kayaks, and Jonny Boats you will need an adapter to be compatible. We offer the needed adapter in a single pack (AAP-1012) and a six pack (AAP-1012-6).<br>GearTrac not in	41.95	Active		
RIP115-F-GGB	B07X5B5KDL	Nomad Design Riptide Sinking - Surface Stickbait, BKK Diablo 5X Singles, 2/0,4,9/0 Hooks		17.99	Active		
RIP155-F-AGS	B07X36WTTX	Nomad Design Riptide 155 Floating - 6"		26.99	Active		
S112-12H	B004NG98IW	Sani-Safe S112-12H 12" White Heavy Fish Splitter		59.99	Active		
S131F-6PCP	B0001MRYDI	Dexter-Russell (S131F-6PCP) - 6" Boning Knife - Sani-Safe Series		32.9	Active	32.0	32.99
SA4000XGFJ	B09P8VK8D1	Shimano Inc. Sustain 4000XG FJ		329	Active	329.0	329.99
SAC3000HGFJ	B09BK19J4C	Shimano Inc. Sustain C3000HG FJ		319.98	Active	319.0	319.99
SAC5000XGFJ	B09P8WS671	Shimano Inc. Sustain C5000XG FJ		329.98	Active	329.0	329.99
SAG4000-XH	B0C5474JSR	Daiwa Saltiga Spinning Reels		949.99	Active		
SAG5000-XH	B0BZZMZC5G	Copy of Moulinet daiwa SALTIGA 2023 4000H		949	Active	949.0	949.99
SAGLD10H	B08N6YDC9Q	SALTIGA Lever Drag - Single Speed Reel		449	Active	449.0	449.99
SAGLD15H	B08N6Y7FZC	SALTIGA Lever Drag - Single Speed Reel		469	Active	469.0	469.99
SAGLD50-2SPD	B08KSKHMZ1	SALTIGA Lever Drag - 2-Speed Reel		719.99	Active		
SALTIGAG20000H	B00T7RGPG0	Daiwa SALTIGA G Spinning - Saltwater Reel		1099.99	Active		
SALTIGAG8000H	B0866BBBQQ	Daiwa SALTIGA G Spinning - Saltwater Reel		999.94	Active	999.0	999.99
SALTIST15H	B07BKQBNH4	Daiwa, Saltist Star Drag Saltwater Casting Reel, Size 15, 6.4:1 Gear Ratio, 5 Bearings, 39.50" Retrieve Rate, Right Hand,Black,Blue		269	Active	269.0	269.99
SALTISTMQ10000H	B09H3N6Q9N	DIAWA SALTIST MQ Spinning Series - Saltwater Reel		359.99	Active		
SALTISTMQ18000	B09H3MRCFB	DIAWA SALTIST MQ Spinning Series - Saltwater Reel		399.99	Active		
SALTISTMQ5000D-H	B09H3NFJ5L	DIAWA SALTIST MQ Spinning Series - Saltwater Reel		329	Active	329.0	329.99
SALTISTMQ6000D-H	B09H3LFN2B	DIAWA SALTIST MQ Spinning Series - Saltwater Reel		329.99	Active		
SALTISTMQ8000H	B09H3N4QB1	DIAWA SALTIST MQ Spinning Series - Saltwater Reel		359	Active	359.0	359.99
SASD15HL	B0184DRDRM	*Daiwa SALTIGA Star SASD15HL 12-20lbs Test Seaborg Megatwin		429.99	Active		
SB1200MJ	B0773PTJPN	*Seaborg Fishing Reel		1699	Active	1699.0	1699.99
SB800MJ	B071W3H27P	Daiwa Seaborg SB800MJ Fishing Reel		1599.94	Active	1599.0	1599.99
SEAPOWER1200	B0BSTP3DGZ	Daiwa Sea Power 1200 Electric Reel		999	Active	999.0	999.99
SGSL61H	B0C7WMSZP2	Daiwa SALTIGA Slow Pitch Series - Conventional		599	Active	599.0	599.99
SGSL61MH	B0C7WNF7Z1	Daiwa SALTIGA Slow Pitch Series - Conventional		599	Active	599.0	599.99
SIN70HXS	B08D6WFDKQ	Daiwa SIN70HXS Saltist Inshore Rod, Sections= 1, Line Wt.= 15-30		129.98	Active	129.0	129.99
SIN70MHXS	B08D6XD141	Daiwa SIN70MHXS Saltist Inshore Rod, Sections= 1, Line Wt.= 12-20		129.99	Active	129.0	129.99
SIN70MXS	B08D6WD3FH	Daiwa SIN70MXS Saltist Inshore Rod, Sections= 1, Line Wt.= 10-15		129.99	Active		
SLTGJ58HS	B09BP17XDQ	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ58XHB	B09BP1J5ZB	Daiwa SALTIGA Jigging Series		299.99	Active		
SLTGJ66HS	B09BP1P3LK	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ66MB	B09BP26D35	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ66MHB	B09BP28GGW	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ66MHS	B09BP1YPW5	Daiwa SALTIGA Jigging Series		299.99	Active		
SLTGJ66MS	B09BP1X1QG	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ70MB	B09BP1K96C	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ70MHS	B09BP35G2X	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SLTGJ70MS	B09BNZBK67	Daiwa SALTIGA Jigging Series		299	Active	299.0	299.99
SOLAGS70MFS	B0CB73VTHN	Daiwa SOL Inshore AGS Rod, Sections = 1, Line Wt = 8-17		349	Active	349.0	349.99
SOLAGS76HFS	B0CB764MVF	Daiwa SOL Inshore AGS Rod, Sections = 1, Line Wt = 12-25		349	Active	349.0	349.99
SOLAGS76MHFS	B0CB753NMJ	Daiwa SOL Inshore AGS Rod, Sections = 1, Line Wt = 10-20		349.98	Active	349.0	349.99
SP LSB	B01N5UTLD5	TFO Temple Fork Outfitters Linekurv Stripping Basket		99.95	Active		
SPM12II	B07VX9JRF7	Shimano Inc. SPEEDMASTER II 12		279.98	Active	279.0	279.99
SPM16II	B07VX8B2BH	Shimano Inc. SPEEDMASTER II 16		289.98	Active	289.0	289.99
SPM20II	B08666NC74	Shimano Inc. SPEEDMASTER II 20		339.94	Active	339.0	339.99
SPM25II	B08667BM1W	Shimano Inc. SPEEDMASTER II 25		369	Active	369.0	369.99
SPSW14000XGA	B09BK1J29T	SHIMANO SPHEROS SW A 14000XG SPHEROS		184.94	Active	184.0	184.99
SPSW6000HGA	B09BK2FF9W	SHIMANO SPHEROS SW A 6000HG SPHEROS		154.83	Active	154.0	154.99
SRG14000SWAXG	B08DJ9H1HF	Shimano Inc. SARAGOSA SW A 14000XG		309.99	Active	309.99	309.99
SRG20000SWAPG	B08DJ8DW96	Shimano Inc. SARAGOSA SW A 20000PG		409	Active	409.0	409.99
SRG5000SWAXG	B08DGX98QM	Shimano Inc. SARAGOSA SW A 5000XG		269.99	Active	269.99	269.99
ST4000XGFM	B0CC69LJFR	Shimano Inc. STRADIC 4000XG FM		229	Active	229.0	229.99
STC3000XGFM	B0CC69Z4R5	Shimano Inc. STRADIC C3000XG FM		219	Active	219.0	219.99
STC5000XGFM	B0CC6DCLQD	Shimano Inc. STRADIC C5000XG FM		229.94	Active	229.0	229.99
STLSW10000PGC	B07WGW9QL1	Shimano Inc. Stella SW 10000PG		1099.98	Active	1099.0	1099.99
STLSW14000XGC	B07XKC414M	Shimano Inc. Stella SW 14000XG		1099.98	Active	1099.0	1099.99
STLSW18000HGC	B08CY5HPFT	Shimano Inc. Stella SW 18000HG C		1249.99	Active	1249.99	1249.99
STLSW20000PGC	B08CY4HRY2	Shimano Inc. Stella SW 20000PG C		1249.99	Active	1249.99	1249.99
STLSW30000C	B08CY4LZ7H	Shimano Inc. Stella SW 30000 C		1349.98	Active	1349.0	1349.99
STLSW4000XGC	B08CY3X5LR	Shimano Inc. Stella SW 4000XG C		949.98	Active	949.0	949.99
STLSW5000HGC	B08CY4FXG3	Shimano Inc. Stella SW 5000HG C		999	Active	999.0	999.99
STLSW6000HGC	B08CY2SDHS	Shimano Inc. Stella SW 6000HG C		999.98	Active	999.0	999.99
STLSW8000HGC	B07WK44ZXD	Shimano Inc. Stella SW 8000HG		1099.98	Active	1099.0	1099.99
STTLW20HB	B0B8LVS764	Daiwa SALTIST LW CVNL Reel 4 (4 CRBB) + 1 6.1 : 1		199	Active	199.0	199.99
STTLW30HB	B0B8MLHDH6	Daiwa SALTIST LW CVNL 4 (4 CRBB) + 1 6.1 : 1		199.99	Active		
TAC10	B002VL1O2O	Shimano Shimano Talica TAC10 Single Speed Reel - Right-Handed		489.98	Active	489.0	489.99
TAC8	B002VL1NZW	Shimano TAlICA TAC8 Conventional Fishing Reel		479.98	Active	479.0	479.99
TANACOM800	B0BTFPGLX8	Daiwa Tanacom Dendoh Reel - 800		799.99	Active		
TF 03 76 2 S2	B007NLQ5FS	Temple Fork: Signature Series Fly Rod, TF 03 76-2 S		159	Active	159.0	159.99
TF 03 76 4 P3	B0B648PW21	3 wt. 7'6" 4 pc. P3 Rod		229	Active	229.0	229.99
TF 04 80 2 S2	B007NLQ5RG	Temple Fork: Signature Series Fly Rod, TF 04 80-2 S		159.99	Active	159.0	159.99
TF 04 80 4 P3	B0B648J9S4	4 wt. 8'0" 4 pc. P3 Rod		229.94	Active	229.0	229.99
TF 04 86 4 P3	B0B648KZVQ	4 wt. 8'6" 4 pc. P3 Rod		229.94	Active	229.0	229.99
TF 04 90 4 P3	B0B64C41G3	4 wt. 9'0" 4 pc. P3 Rod		229.94	Active	229.0	229.99
TF 05 86 2 S2	B007NLQDKU	5 wt. 8'6" 2 pc. Signature 2 Rod		159	Active	159.0	159.99
TF 05 86 4 P3	B0B648NK4T	5 wt. 8'6" 4 pc. P3 Rod		229.95	Active		
TF 05 90 4 P3	B0B651CRDN	5 wt. 9'0" 4 pc. P3 Rod		229.95	Active		
TF 07 90 2 S2	B007NLQ9P4	Temple Fork: Signature Series Fly Rod, TF 07 90-2 S		169	Active	169.0	169.99
TF 07 90 4 A2-X	B0831TZGSR	Temple Fork Outfitters 7 wt. 9'0" 4 pc. Axiom 2-X Rod w/Case (TF-07-90-4-A2-X)		429.94	Active	429.0	429.99
TF 07 90 4 P3	B0B64C1WGC	7 wt. 9'0" 4 pc. P3 Rod		229.95	Active		
TF 08 90 2 S2	B007NLQGN4	Temple Fork Outfitters Lefty Kreh Signature Series II 8Wt 9'		169	Active	169.0	169.99
TF 08 90 4 A2-X	B0831T3633	Axiom 2-X Rod w/Case, 8 wt. 9'0" 4 pc.		429	Active	429.0	429.99
TF 08 90 4 P3	B0B64762LL	8 wt. 9'0" 4 pc. P3 Rod		239.95	Active		
TF 09 90 2 S2	B007NLQIF0	9 wt. 9'0" 2 pc. Signature 2 Rod		169.99	Active	169.0	169.99
TF 09 90 4 A2-X	B0831T52KZ	9 wt. 9'0" 4 pc. Axiom 2-X Rod		429	Active	429.0	429.99
TF 09 90 4 BZ	B0C7XPMBSW	9 wt. 9'0" 4 pc. Blitz Rod		429.94	Active	429.0	429.99
TF 09 90 4 MC	B0992QPJ62	9 wt. 9'0" 4 pc. Mangrove Coast Rod		329	Active	329.0	329.99
TF 09 90 4 P3	B0B64976L4	9 wt. 9'0" 4 pc. P3 Rod		239.94	Active	239.0	239.99
TF 10 90 4 A2-X	B0831T144L	10 wt. 9'0" 4 pc. Axiom 2-X Rod		429.94	Active	429.0	429.99
TF 10 90 4 MC	B0992T8174	10 wt. 9'0" 4 pc. Mangrove Coast Rod		329.94	Active	329.0	329.99
TF 10 90 4 P3	B0B648DB3M	10 wt. 9'0" 4 pc. P3 Rod		239.94	Active	239.0	239.99
TF 11 90 4 A2-X	B0831TN4ZD	11 wt. 9'0" 4 pc. Axiom 2-X Rod		429	Active	429.0	429.99
TF 11 90 4 BZ	B0C7XRYG6B	11 wt. 9'0" 4 pc. Blitz Rod		429.94	Active	429.0	429.99
TF 12 90 4 A2-X	B0831V38LQ	Axiom 2-X Rod w/Case, 12 wt. 9'0" 4 pc.		429	Active	429.0	429.99
TF 12 90 4 BZ	B0C7XMLLK5	12 wt. 9'0" 4 pc. Blitz Rod		429.94	Active	429.0	429.99
TFR BVK SD I	B07ZJR5QST	Temple Fork BVK Sealed Drag I Super Large Arbor Reel		229.94	Active	229.0	229.99
TFR BVK SD II	B07ZJS5GH6	Temple Fork BVK Sealed Drag II Super Large Arbor Reel		239.95	Active	239.0	239.99
TFR NTR II BG	B09LNZQB8X	NTR II Large Arbor Reel BG		179.94	Active	179.0	179.99
TFR NTR II CG	B09LP77FV4	NTR II Large Arbor Reel CG		179	Active	179.0	179.99
TFR NTR III CG	B09LNXR5ZK	NTR III Large Arbor Reel CG		189.94	Active	189.0	189.99
TFR NTR IV CG	B09LPHCBYT	NTR IV Large Arbor Reel CG		199.94	Active	199.0	199.99
TI130A	B001443K6M	Shimano Tiagra 130 A 2 Speed Offshore Multiplier Seafishing Reel, TI130A		1449	Active	1449.0	1449.99
TLD-25	B0006JIYBC	Shimano Triton TLD25 Lever Drag Graphite Fishing Reel		209	Active	209.0	209.99
TMCE66MHB	B002VKCY5G	Shimano Inc. TERAMAR NE 66 MH CST B		229.98	Active	229.0	229.99
TMSE70HB	B002WD5GQQ	Shimano Inc. TERAMAR NE 70 H SPN B		239.98	Active	239.0	239.99
TMSE70MB	B002WD3L3G	Shimano Inc. TERAMAR NE 70 M SPN B		229.98	Active	229.0	229.99
TMSE70MHB	B002WDAOCM	Shimano Inc. TERAMAR NE 70 MH SPN B		229.98	Active	229.0	229.99
TN12A	B0043HQUNC	Shimano Trinidad Conventional Reels, TN12A		499	Active	499.0	499.99
TN14A	B0047IP1OG	Shimano Trinidad Conventional Reels, TN14A		509.98	Active	509.0	509.99
TN16A	B0042HZEP8	Trinidad		519.98	Active	519.0	519.99
TN20A	B00H9Y4U3S	Trinidad		529.98	Active	529.0	529.99
TN30A	B0047IP178	Trinidad		539.98	Active	539.0	539.99
TNB56XHF-DDL	B08D6XXS4D	Daiwa TANACOM DENDOH Style RODS, Sections= 2, Line Wt.= 80-200, Long		299.99	Active	299.0	299.99
TPC1	B0099GJHGE	YakGear TPC1 Taco Paddle Clip Kit		13.99	Active		
TPSW10000PGC	B08XVR1X1P	Shimano Inc. TWINPOWER SW 10000PG C		699	Active	699.0	699.99
TPSW14000XGC	B08XVTNQBF	Shimano Inc. TWINPOWER SW 14000XG C		699.98	Active	699.0	699.99
TPSW4000XGC	B08XWGGJ33	Shimano Inc. TWINPOWER SW 4000XG C		549	Active	549.0	549.99
TPSW5000HGC	B08XVY8Q2G	Shimano Inc. TWINPOWER SW 5000HG C		589.98	Active	589.0	589.99
TPSW6000HGC	B08XW41XMN	Shimano Inc. TWINPOWER SW 6000HG C		589.98	Active	589.0	589.99
TPSW8000HGC	B08XW7GSL6	Shimano Inc. TWINPOWER SW 8000HG C		699	Active	699.0	699.99
TPXD4000XGFA	B08XW5Y22B	Shimano Inc. TWINPOWER XD 4000XG FA		519	Active	519.0	519.99
TPXDC3000XGFA	B08XF4451V	Shimano Inc. TWINPOWER XD C3000XG FA		499.98	Active	499.0	499.99
TPXDC5000XGFA	B08XVV42DY	Shimano Inc. TWINPOWER C5000XG FA		529	Active	529.0	529.99
TRS100MHA	B077H37XZK	Shimano Inc. TIRALEJO SURF SPN 100 MH 2 PC		319.98	Active	319.0	319.99
TRS100MHA-WET	B077H37XZK	Shimano Inc. TIRALEJO SURF SPN 100 MH 2 PC		199.99	Active		
TRS106MA	B08598PKGT	Shimano TIRALEJO SURF 106 M	The new Shimano Tiralejo Surf Spinning Rods are made with the all new Shimano C4S blank construction which utilizes high modulus blank and wraps 4 outer layers of 90 degree graphite. The C4S construction is a unique design that uses Carbon "C" a 4 layer process "4" and slit carbon tape "S" while using high modulus carbon "HM". THe rod is wrapped with an inner and outer layer of carbon tape over two layers of carbon pre-preg. This design significantly increases the strength of the rod but more importantly increases the recovery rate which in turn allows you to cast farther and more accurately as it helps eliminate blank twist when put under a heavy load. This new rod construction will increase the hoop strength for maximum pulling power without inhibiting the sensitivity.	319.98	Active	319.0	319.99
TRS110MHA	B077PNB8LF	Shimano Inc. TIRALEJO SURF SPN 110 MH 2 PC		329.98	Active	329.0	329.99
TRS96MA	B074H8LYTN	Shimano Inc. TIRALEJO 9'6" MED SURF Spinning Rod		319.99	Active	319.0	319.99
TRX300AHG	B06X9P1PDR	Shimano Inc. TRANX 300AHG B/C Reel Box		299.99	Active	299.99	299.99
TRX301AHG	B06X9G5RW4	Shimano Inc. TRANX 301AHG B/C LH Reel Box		299.98	Active	299.0	299.99
TSARM3000	B075KQGLRM	Tsunami Armr Fishing Spinning Reel 3000		96.94	Active	80.99	124.99
TSARM4000	B075KPBSBP	Tsunami Armr Fishing Spinning Reel 4000		96.95	Active	80.99	124.99
TSARM5000	B075KLN74M	Tsunami Armr Fishing Spinning Reel 5000		111.94	Active	92.99	142.99
TSAWESS-1062MH	B00ED36JJQ	Tsunami Airwave Elite Surf Spinning Rod TSAWESS-1062MH		209.94	Active		
TSAWESS-1102H	B00FCCVCQC	Tsunami Airwave Elite Spin Fishing Rod 2 Pc 11' 20-40 Lb TSAWESS-1102H	Surfcasting is usually a distance game with longer casts often required to reach prime territory. The Tsunami Elite Series surf rod selection has been designed to achieve maximum distance performance with the least amount of physical effort ! Each model has been tailored to specific lure/sinker and line ratings to allow for long hours of use without the fatigue often associated with other rods. Extra Long thick walled ferrules on the 70/ 30 split 2 piece models ensure one piece rod performance and strength while allowing for the portability of 2 piece 50/ 50 style surf rods.	229.94	Active		
TSAWESS-1102M	B019FUZJTC	Tsunami Airwave Elite Surf Spin Fishing Rod 15-30 Lb TSAWESS-1102M		219.94	Active		
TSAWESS-762LT	B09ZC7PQR9	Tsunami TSAWESS-762LT Airwave Elite Light 7'6" Spinning Surf Rod		169	Active	169.0	169.99
TSAWESS-802LT	B09ZCCDWYG	Tsunami TSAWESS-802LT Airwave Elite Light 8'0" Spinning Surf Rod		179	Active	179.0	179.99
TSAWESS-862LT	B09ZC57DKD	Tsunami TSAWESS-862LT Airwave Elite Light 8'6" Spinning Surf Rod		189	Active	189.0	189.99
TSAWESS-882M	B0110HRYV4	Tsunami Airwave Elite 2pc Saltwater Striper Surf SPINNING Rod 8'8" TSAWESS-882M	Surfcasting is usually a distance game with longer casts often required to reach prime territory. The Tsunami Elite Series surf rod selection has been designed to achieve maximum distance performance with the least amount of physical effort ! Each model has been tailored to specific lure/sinker and line ratings to allow for long hours of use without the fatigue often associated with other rods. Extra Long thick walled ferrules on the 70/ 30 split 2 piece models ensure one piece rod performance and strength while allowing for the portability of 2 piece 50/ 50 style surf rods. Airwave Elite Surf Rods Feature: High density, high fiber blank construction offers , light weight, increased sensitivity and faster shock recovery Fuji reel seats and Fuji Concept K series braided line ready guides Light durable diamond textured shrink vinyl grips Models TSAWESS882M, TSAWESS962M , TSAWESS1062M , TSAWESS1102H are 70/30 split ferrule rods Models TSAWESS932XH, TSAWESS1002XH, TSAWESS1142XH are 50/50 split ferrule rods	189.94	Active		
TSAWESS-902LT	B09ZBM3927	Tsunami TSAWESS-862LT Airwave Elite Light 9'0" Spinning Surf Rod		199	Active	199.0	199.99
TSAWESS-962M	B00ED386RE	Tsunami Airwave Elite Surf Spinning Rod TSAWESS-962M	The Tsunami Airwave Elite Surf Spinning Rods have been designed to give you maximum casting performance with minimal effort. With tailored models for specific lure weights and line ratings, these rods are sure to withstand long hours of use without the fatigue of other brands. The extra-long thick walled ferrules on the 2-piece models offer the strength of a one-piece rod and the portability of 2-piece design.	199.94	Active		
TSAWSS-1002MH	B01AKF9COE	Tsunami Airwave 10' Surf Rod Med Hvy TSAWSS-1002MH New by Tsunami	Tsunami Airwave Surf Spinning Rods are ideal for distance surf casting. Strong yet lightweight design, combined with the high-density graphite blanks, provide users with a powerful and sensitive rod for tackling the toughest surf fishing conditions. The fast energy recovery optimizes casting distance and power with minimal effort, so you can achieve greater success in your fishing expeditions.	154.94	Active		
TSAWSS-1002XH	B004E5AJN0	Tsunami Airwave 10' Surf Rod Xtra Hvy TSAWSS-1002XH New		154.95	Active		
TSAWSS-1102H	B008NDY2WI	Tsunami Airwave 11' Surf Rod Heavy Action TSAWSS-1102H		159.95	Active		
TSAWSS-1202H	B004E5AKJI	Tsunami Airwave 12' Surf Fishing Rod Heavy Action TSAWSS-1202H		179.94	Active		
TSAWSS-702M	B001PVQQ0Q	Tsunami Airwave 7' Surf Rod Medium Action - TSAWSS-702M		119.95	Active		
TSAWSS-802MH	B004E5DOU0	Tsunami Airwave 8 Surf Fishing Rod Med Hvy TSAWSS-802MH		119.99	Active		
TSAWSS-902MH	B001P9281O	Tsunami Airwave 9' Surf Rod Med Hvy Action TSAWSS-902MH		129.95	Active		
TSCSHDBCII701H-B	B084HP2F37	Tsunami Carbon Shield II TSCSHDBCII701H-B 7' 0" Rod		149.99	Active	149.0	149.99
TSCSHDBCII701MH-B	B084HNZLHX	Tsunami Carbon Shield II TSCSHDBCII701MH-B 7' 0" Rod		149.99	Active	149.0	149.99
TSCSHDBCII701XH-B	B084HNYCTF	Tsunami Carbon Shield II TSCSHDBCII701XH-B 7' 0" Rod		149.99	Active	149.0	149.99
TSCSHDCII661H-B	B081TGMV5Z	Tsunami Carbon Shield II TSCSHDCII661H-B Casting Rod		129.94	Active		
TSCSHDCII701H-B	B081THP4CZ	Tsunami Carbon Shield II TSCSHDCII701H-B Casting Rod		129.94	Active		
TSCSHDCII701XH-B	B081TBVP1C	Tsunami Carbon Shield II TSCSHDCII701XH-B Casting Rod		129.94	Active		
TSCSHDII701M	B07QS5164X	Tsunami Carbon Shield II TSCSHDII701M Spinning Rod		119.94	Active		
TSCSHDII701M-B	B081TFZRHD	Tsunami Carbon Shield II TSCSHDII701M-B Spinning Rod		119.93	Active		
TSCSHDII701MH	B07QGDNB3Y	Tsunami Carbon Shield II TSCSHDII701MH Spinning Rod		119.94	Active		
TSCSHDII701MH-B	B081TJCNPQ	Tsunami Carbon Shield II TSCSHDII701MH-B Spinning Rod		119.94	Active		
TSCSHDII761M	B07QFC27JK	Tsunami Carbon Shield II TSCSHDII761M Spinning Rod		129.99	Active	129.0	129.99
TSCSHDII761M-B	B084BPLC53	Tsunami Carbon Shield II TSCSHDII761M-B Spinning Rod		129.93	Active		
TSCSHDII761MH	B07QGH6T5M	Tsunami Carbon Shield II TSCSHDII761MH Spinning Rod		129.99	Active	129.0	129.99
TSCSHDII761MH-B	B082L4WMP1	Tsunami Carbon Shield II Spinning Rods - TSCSHDII761MH-B		129.94	Active		
TSCSHDIIJS561H-B	B09KDXYMM8	Tsunami Carbon Shield Jigging Rod 5'6" Heavy		149	Active		
TSCSHDIIJS561M-B	B09KF17LHS	Tsunami Carbon Shield Jigging Rod 5'6 Medium		149	Active		
TSCSHDIIJS561MH-B	B09KDZMN3T	Tsunami Carbon Shield Jigging Rod 5'6 Medium Heavy		149	Active		
TSCSHDIISPS-661MHB	B09ZBNZ85R	Tsunami Carbon Shield II Slow Pitch 6'6" MH Blue Conventional Rod		129.99	Active	129.0	129.99
TSCSHDIISPS-701HB	B09ZBN26K2	Tsunami Carbon Shield II Slow Pitch 7'6" XH Blue Spinning Rod		139.99	Active		
TSEVT2000-SF	B07NDJR5KQ	Tsunami TSEVT2000 Evict Spinning Reel 15lb 250yd		159	Active	159.0	159.99
TSEVT3000	B07ND5Q3DW	Tsunami TSEVT3000 Evict Spinning Reel 15lb 250yd		169	Active	169.0	169.99
TSEVT4000	B07ND5YCMX	Tsunami TSEVT4000 Evict Spinning Reel 20lb 260yd		169.94	Active	169.0	169.99
TSEVT5000	B07ND4N6GM	Tsunami TSEVT5000 Evict Spinning Reel 30lb 300yd		199	Active	199.0	199.99
TSFRGSS1072MH	B0CVS9R487	Tsunami TSFRGSS1072MH		249.99	Active		
TSFRGSS771M	B0CVSC9F4K	Tsunami TSFRGSS771M		199.99	Active		
TSFRGSS872M	B0CVSDQ772	Tsunami TSFRGSS872M		224.99	Active		
TSFRGSS972MH	B0CVS9XCDB	Tsunami TSFRGSS972MH		234.99	Active		
TSP-FS11SS6-C	B0BYFVJZY2	Tsunami Pro Flutter Spoon 11" - Standard (6oz) Chrome		26.99	Active		
TSP-FS11SS6-CHT	B0BYG8L79M	Tsunami Pro Flutter Spoon 11" - Standard (6oz) Chartreuse		26.99	Active		
TSP-FS11SS6-PRL	B0BYFYK9K3	Tsunami Pro Flutter Spoon 11" - Standard (6oz) Pearl		26.99	Active		
TSP-FS11SSH775-C	B0BYFRTQZL	Tsunami Pro Flutter Spoon 11" - Heavy (7.75oz) Chrome		26.99	Active		
TSP-FS11SSH775-CHT	B0BYG31NDJ	Tsunami Pro Flutter Spoon 11" - Heavy (7.75oz) Chartreuse		26.99	Active		
TSP-FS11SSH775-PRL	B0BYFYCC9W	Tsunami Pro Flutter Spoon 11" - Heavy (7.75oz) Pearl		26.99	Active		
TSPSB3-212	B07LGFXPYS	Tsunami Surface Blaster Popper 6 1/2" TSPSB3-212 Bone White Red Spot		21.99	Active	18.99	28.99
TSPSB3-216	B07LGF5DWC	Tsunami Surface Blaster Popper 6 1/2" TSPSB3-216 Pink Back Silver		21.99	Active	18.99	28.99
TSPSB3-219	B07LGGMV2J	Tsunami Surface Blaster Popper 6 1/2" TSPSB3-219 Green Mackerel		18	Active	18.0	18.99
TSPSB3-220	B07N2YM5DP	Tsunami Surface Blaster Popper 6 1/2" TSPSB3-220 Wonder Bread		18	Active	18.0	18.99
TSSHD3000-SF	B01N9KLQX8	Tsunami Shield 3000 Saltwater Sealed Spinning Reel		99.99	Active		
TSSHD6000	B01NCP55AI	Tsunami Shield 6000 Saltwater Sealed Surf Spinning Reel 40lb 350yd New		109.99	Active		
TSSHD8000	B07CPHPH3S	Tsunami Shield 8000 Spinning Reel		119.99	Active		
TSSPJC-661MH	B01MYFHIC7	Tsunami TSSPJC-661MH Trophy Slow Pitch Jigging Casting Rods		119.95	Active		
TSSPJC-681H	B01MZH2USZ	Tsunami TSSPJC-681H Trophy Slow Pitch Jigging Casting Rods		119.95	Active		
TSSPJC-701H	B0798VMGTT	Tsunami Trophy Series Slow Pitch Jigging Casting Rod, 7' 20-40lb TSSPJC-701H		119.95	Active		
TSSPJC-701XH	B0798W51XJ	Tsunami Trophy Slow Pitch Jigging Conventional 7' Rod 20-50lb TSSPJC-701XH		119.95	Active		
TSSPJC-761XH	B01N29NSCJ	Tsunami TSSPJC-761XH Trophy Slow Pitch Jigging Casting Rods		119.95	Active		
TSSPJS-661MH	B07FYTTDQV	Tsunami TSSPJS-661MH Trophy Slow Pitch Jigging Spinning Rods		129.94	Active		
